source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Houston,Los Angeles,76.12,30.68,Female,shared,Edward Lawson
Seattle,Miami,106.74,9.17,Female,shared,Jamie Bond
Seattle,Houston,112.38,46.36,Female,individual,Richard Smith
Chicago,San Francisco,11.84,37.39,Female,shared,Holly Martin
Chicago,Atlanta,113.88,43.6,Female,shared,Diane Taylor
Houston,Denver,22.89,15.07,Male,shared,Melanie Diaz
Chicago,Seattle,66.54,23.34,Male,individual,Lori Krueger
Los Angeles,San Francisco,67.91,41.59,Female,shared,Ryan Riley
New York,Atlanta,118.83,47.0,Male,shared,Dana Hanson
Atlanta,Seattle,112.42,3.82,Female,individual,Alex Steele
Boston,New York,106.26,21.19,Male,shared,David Williams
New York,Boston,92.29,38.41,Male,shared,Johnathan Davidson
Phoenix,Atlanta,23.29,23.91,Male,individual,Terry Murphy
Houston,Seattle,93.43,22.69,Female,individual,Anne Jones
San Francisco,Miami,39.68,30.37,Female,individual,Susan Barnes
Phoenix,Denver,67.83,13.96,Male,shared,Andrew Morales
Atlanta,Phoenix,93.88,13.24,Male,individual,Michelle Caldwell
Chicago,Miami,63.03,21.86,Female,individual,Susan Harper
Miami,San Francisco,95.3,32.23,Male,individual,Tamara Harris
Denver,San Francisco,88.49,49.99,Male,individual,Jordan Reeves
Miami,Boston,6.39,51.38,Female,individual,Steven Greene
Houston,Phoenix,72.68,46.25,Female,individual,Kelly Kennedy
Houston,New York,100.75,45.47,Female,individual,David Sanchez
San Francisco,Houston,41.73,45.04,Female,shared,Kathy Gutierrez
Boston,San Francisco,56.46,56.42,Female,individual,Sarah Shelton
Miami,Denver,99.59,4.15,Male,shared,Christopher Mcdowell
New York,Denver,44.26,58.91,Male,shared,Zachary Simpson
Los Angeles,Austin,96.21,35.54,Male,individual,Matthew Henderson
Los Angeles,Boston,71.82,38.33,Female,individual,Joseph Collins
Denver,Phoenix,26.87,10.9,Male,individual,Deborah Small
Houston,Los Angeles,99.84,46.96,Male,individual,Virginia Jimenez
Boston,Houston,16.64,29.54,Male,shared,Aaron Cochran
Chicago,San Francisco,11.66,12.56,Female,individual,Morgan Barrett
San Francisco,Atlanta,83.33,39.29,Female,individual,James Williams
San Francisco,Austin,14.49,38.68,Female,individual,Paul Tyler
Houston,Austin,36.58,4.91,Male,individual,Kevin Hansen
Phoenix,Atlanta,30.29,11.79,Female,individual,Daniel Thomas
Seattle,San Francisco,118.69,42.73,Male,shared,Jennifer Pearson
Houston,Boston,6.32,1.3,Female,shared,Sherry Horton
Houston,Miami,30.44,6.34,Male,shared,David Roach
New York,Denver,38.95,48.63,Female,individual,Susan James
Phoenix,Los Angeles,29.24,3.22,Female,shared,Sandra Gonzalez
Los Angeles,San Francisco,68.97,40.14,Male,individual,Terry Brown
Denver,San Francisco,29.41,51.23,Female,individual,Anthony Hoover
Phoenix,Los Angeles,118.33,28.98,Male,individual,Andrea Ramos
New York,Austin,12.05,27.8,Male,individual,Aaron Shepard
Denver,Miami,66.14,37.49,Male,individual,Kim Williams
Chicago,Miami,18.56,4.54,Male,shared,Vickie Hall
Miami,Houston,34.58,37.62,Male,shared,Diana Rogers
Houston,Chicago,57.45,44.36,Female,individual,Lindsay White
Denver,Houston,105.04,26.29,Female,individual,Lisa Hall
Denver,Seattle,56.73,2.26,Male,shared,Michelle Schultz
Austin,Houston,58.03,43.97,Female,individual,Brandon Townsend
Atlanta,Chicago,100.85,2.22,Male,individual,Joseph Day
Miami,Los Angeles,67.09,51.33,Female,shared,Rita Taylor
Boston,New York,66.88,18.05,Male,shared,Mark Meyer
Los Angeles,Boston,7.85,37.1,Male,shared,William Juarez
Denver,New York,5.25,10.08,Female,individual,Jimmy Terry
Seattle,Los Angeles,56.37,12.94,Female,individual,Jimmy Smith
Phoenix,Chicago,114.07,13.44,Male,individual,Mitchell Jones
Chicago,Phoenix,59.18,49.3,Male,shared,Yolanda Johnson
Boston,Seattle,63.3,6.29,Male,individual,Joshua Lewis
Boston,Houston,33.54,2.72,Male,individual,Dana Atkins
Miami,Houston,118.74,1.77,Female,shared,Timothy Jacobs
Chicago,San Francisco,93.75,30.62,Female,individual,Donna Taylor
Phoenix,Boston,11.91,58.91,Female,individual,Victoria Burgess
San Francisco,Chicago,16.49,27.27,Female,shared,Jay Hall
New York,Atlanta,66.04,6.59,Female,individual,Dr. Heather Johnson PhD
Austin,Boston,109.98,8.59,Female,shared,John Mendoza
Austin,Denver,28.23,39.55,Male,shared,Katrina Mendoza
New York,Denver,92.96,56.22,Female,individual,Beth Schmidt
Los Angeles,Austin,119.09,50.06,Male,individual,Claire Mcintosh
Denver,Boston,45.24,36.81,Female,individual,Joseph Ortega
Miami,Atlanta,43.6,38.51,Female,shared,Brandon Pena
Seattle,San Francisco,41.51,27.21,Female,individual,Rachel Martin
Phoenix,Denver,98.29,14.04,Female,shared,Carolyn Moore
Austin,Houston,108.56,3.01,Male,shared,Jeffrey Robertson
Houston,Denver,90.05,2.78,Female,shared,Alexandra Lyons
Atlanta,Seattle,86.94,58.01,Female,shared,Mason Miller
Seattle,Houston,119.49,6.76,Female,shared,Robert Jackson
San Francisco,Boston,11.66,19.11,Female,shared,Margaret Lowe
Seattle,Atlanta,53.13,42.42,Female,individual,Tracy Smith
Houston,Phoenix,77.33,14.57,Female,shared,Kevin Stokes
Austin,San Francisco,111.27,59.3,Male,individual,Ashley Morris
San Francisco,Miami,89.54,31.02,Female,individual,Karen Hernandez
Austin,New York,81.09,47.7,Male,shared,Larry Crawford
Atlanta,Miami,11.67,56.56,Male,individual,Joshua Lopez
Boston,Los Angeles,98.8,13.09,Male,individual,Tina Patel
Austin,Miami,12.04,59.78,Female,individual,Thomas Sellers
Atlanta,Houston,110.7,57.99,Male,individual,Donna Mejia
Denver,San Francisco,38.9,42.38,Male,individual,Travis Hughes
Denver,Austin,21.59,48.24,Female,individual,Mr. Kenneth Ashley
Boston,New York,75.98,17.88,Female,shared,Tyler Roy
Atlanta,Houston,28.12,24.06,Male,individual,Heather Davis
Miami,Denver,7.78,43.43,Male,individual,Angela Wilson
Chicago,Austin,82.28,34.05,Male,individual,Kelly Williams
Seattle,Los Angeles,65.51,10.11,Male,individual,Heather Williams
Denver,Boston,30.67,51.83,Male,individual,Catherine Nelson
Miami,Chicago,20.02,46.34,Female,individual,Catherine Gould
Austin,Boston,35.58,16.11,Male,individual,Stacy Bailey
Phoenix,Los Angeles,35.04,59.25,Female,individual,Anthony Hall
Phoenix,San Francisco,102.72,8.61,Female,individual,Charles Gonzalez
Miami,Seattle,113.11,7.77,Male,shared,Nicholas Hernandez
Denver,Seattle,13.3,7.15,Female,shared,Amy Hunter
Houston,Miami,39.16,16.37,Female,shared,Amanda Hill
Phoenix,Houston,100.91,1.42,Male,individual,Tracy Morales
Denver,Los Angeles,83.54,42.84,Male,individual,Haley Cowan
Austin,Phoenix,40.93,28.12,Female,shared,Samuel Russell
Boston,Miami,81.65,8.02,Female,individual,Bryan Castro
New York,Denver,66.61,14.86,Female,individual,Stephen Smith
Miami,San Francisco,78.28,52.55,Male,individual,Margaret Smith
Seattle,San Francisco,38.0,57.25,Male,individual,Dennis Thompson
New York,Houston,26.73,22.51,Male,individual,Michael Taylor
Chicago,Denver,53.75,49.95,Female,individual,Laura Cox
Chicago,Los Angeles,16.35,39.04,Male,shared,Ricky Reid
Houston,Chicago,38.68,46.78,Male,shared,Melissa Nguyen DVM
Houston,San Francisco,100.26,30.88,Male,individual,Renee Farmer
Miami,Los Angeles,37.4,59.01,Male,shared,Tracy Woodward
San Francisco,Denver,59.6,8.99,Female,individual,Jason Waters
Phoenix,Chicago,110.17,23.73,Female,shared,Anthony James DVM
Atlanta,New York,100.8,6.67,Female,individual,Heidi Torres
Los Angeles,Denver,70.54,56.69,Male,shared,Colleen Rivera
Houston,Boston,8.31,48.32,Male,shared,James Patterson
Atlanta,Houston,10.14,24.74,Male,individual,Kimberly Carson
Seattle,Miami,91.12,2.94,Male,individual,Shane Gonzalez
Austin,Los Angeles,42.02,49.46,Female,individual,Debra Gonzalez
San Francisco,Miami,6.64,10.95,Female,individual,Patrick Perez
Austin,San Francisco,118.93,3.58,Male,shared,Heather Payne
Seattle,Atlanta,67.53,40.48,Male,shared,Christopher Butler
New York,Boston,5.01,20.6,Male,individual,Jeffrey Myers V
Miami,San Francisco,67.81,24.44,Female,shared,Christian Valencia
Phoenix,Houston,102.41,10.12,Male,shared,Kaitlyn Warren
Denver,Chicago,12.06,51.66,Male,individual,Jordan Lynch
Atlanta,San Francisco,113.05,13.1,Female,individual,Raymond Santos
Houston,Austin,24.24,22.61,Male,individual,Lisa Robinson
Phoenix,Chicago,117.19,59.54,Male,individual,Darlene Sanchez
New York,Houston,107.9,27.81,Male,shared,Jessica Harper
Phoenix,Atlanta,40.45,49.47,Male,individual,Joseph Kelly
Boston,Seattle,66.86,51.27,Female,shared,Rachel Flores
Phoenix,Austin,28.03,35.37,Female,individual,Zachary Johnson
Atlanta,Seattle,45.38,6.22,Male,shared,Derrick Ford
Boston,Seattle,46.77,31.94,Female,individual,Alejandra Ellis
San Francisco,Miami,79.69,16.49,Male,shared,Thomas Chang
Austin,Chicago,81.2,2.58,Female,individual,Latoya Terry
Seattle,Boston,7.13,38.54,Female,shared,Thomas Burns
Los Angeles,Atlanta,74.17,45.72,Female,shared,William Edwards
Austin,Denver,70.12,38.01,Male,shared,Tammy Estrada
San Francisco,Denver,73.52,55.07,Male,individual,Abigail Hart
Seattle,Los Angeles,111.05,5.77,Male,shared,Javier Rogers
Denver,Houston,23.6,17.49,Female,individual,Ashley Johnson MD
Los Angeles,Atlanta,34.61,50.66,Male,individual,Abigail Riddle
San Francisco,Miami,109.8,31.49,Female,individual,Cody Hart
Phoenix,Miami,101.63,58.82,Female,shared,Greg Dyer
New York,Phoenix,69.11,40.06,Female,individual,John Baker
New York,Chicago,70.53,30.37,Male,individual,Megan Hall
Denver,Seattle,83.85,39.8,Male,individual,John Garrison
Seattle,Phoenix,105.42,25.88,Male,individual,Chelsea Salinas
Austin,Atlanta,88.83,1.08,Female,shared,Ashlee Thomas
San Francisco,Boston,48.72,9.99,Male,individual,Laura Hill
Atlanta,Houston,117.84,17.84,Female,shared,Jennifer Lopez
New York,San Francisco,116.91,21.35,Male,individual,Dennis Arnold
Houston,Denver,108.98,19.19,Female,individual,Jamie White
New York,Atlanta,112.96,48.72,Female,individual,Ashley Williams
San Francisco,Los Angeles,66.26,29.58,Female,individual,Danny Lee
Boston,New York,113.55,32.35,Female,individual,Hayley Carter
San Francisco,Houston,66.71,2.75,Male,shared,Debbie Sherman
New York,Austin,33.73,38.82,Female,shared,Rebecca Colon
Miami,New York,99.3,53.47,Male,shared,Lauren Nguyen
Houston,San Francisco,23.04,1.91,Female,individual,Max Leblanc
Denver,Boston,29.7,46.85,Female,shared,Hunter Campos
Miami,Denver,48.49,57.5,Female,individual,Jesse Johnson
Seattle,San Francisco,43.16,25.4,Female,individual,Brandy Lopez
Miami,Seattle,7.81,57.43,Female,individual,Jennifer Gonzalez
Miami,Denver,65.39,39.81,Female,individual,James Cuevas
Chicago,Boston,10.17,4.17,Female,individual,Brandon Stewart
Los Angeles,Austin,78.72,21.09,Male,shared,Victor Ball
Los Angeles,Denver,76.5,21.6,Female,individual,Nicole Juarez
Los Angeles,Denver,5.7,49.28,Female,individual,Brian Mullins
New York,Seattle,81.63,23.75,Male,individual,David Wilson
New York,Austin,74.39,20.76,Male,shared,Mary Myers
Miami,Chicago,72.91,39.25,Male,individual,Marc Brown
Seattle,Houston,75.94,20.22,Female,shared,Angela Collier
San Francisco,Atlanta,65.32,7.09,Male,shared,Richard Young
Houston,San Francisco,38.21,37.34,Female,individual,Gabriella Jones
Phoenix,Chicago,14.31,1.34,Male,individual,Teresa Collins
Denver,Phoenix,38.87,49.26,Female,shared,Gary Gilbert
Los Angeles,Miami,76.73,1.15,Female,shared,Brenda Nicholson
Denver,Chicago,119.4,14.18,Female,individual,Michele Barnes
Denver,Los Angeles,119.86,13.12,Female,individual,Robert Meza
Austin,Miami,66.32,13.52,Female,shared,Cindy Harrington
Austin,Houston,89.79,42.34,Female,individual,Kiara Hawkins
Austin,Los Angeles,116.27,19.67,Male,individual,Elizabeth Cooper
Boston,Chicago,95.78,25.44,Female,shared,Mary Santos
Phoenix,Chicago,109.1,27.37,Male,shared,Jacob Cabrera
Seattle,Boston,81.27,8.92,Female,shared,Jacob Trevino
Seattle,Phoenix,85.14,29.92,Male,shared,Christopher Bowen
Houston,Miami,91.54,18.82,Female,individual,David Ruiz
Miami,Denver,53.7,19.94,Male,shared,Jessica Owens
Austin,Miami,15.4,3.05,Male,individual,Amy Higgins
Boston,Chicago,94.85,42.0,Male,individual,Alexander Mitchell
Atlanta,Los Angeles,17.55,44.46,Female,individual,Steven Boyd
Atlanta,San Francisco,28.21,48.84,Male,shared,Maria Wright
Los Angeles,Seattle,41.71,30.5,Male,individual,Jacqueline Herman
San Francisco,Denver,36.05,13.25,Male,individual,Andrew Delgado
Atlanta,San Francisco,64.15,25.29,Male,individual,William Webb
Phoenix,New York,22.69,6.88,Female,shared,Marvin Flores
San Francisco,Miami,90.52,3.62,Female,shared,Michael Wilson
Houston,Denver,49.61,49.99,Female,shared,Julie Martinez
Boston,Los Angeles,83.17,1.12,Female,shared,Toni Lamb
Boston,Seattle,50.78,5.36,Female,shared,Cindy Martin
Atlanta,Miami,81.36,30.22,Male,individual,Jeffery Jennings
San Francisco,Chicago,46.4,43.6,Male,individual,Anthony Gordon
Houston,Phoenix,115.01,14.44,Female,shared,Luke Moore
Denver,San Francisco,79.71,40.44,Female,shared,Danielle Bradley
Los Angeles,Houston,40.88,22.46,Female,shared,Frank Robinson
Houston,San Francisco,99.52,59.51,Female,individual,Richard Wilson
Houston,Denver,22.68,10.94,Male,individual,Chad Palmer
Phoenix,Seattle,97.32,53.9,Male,individual,Aaron Schneider
Chicago,Phoenix,119.24,37.16,Male,individual,Kurt Montgomery
Seattle,Houston,66.05,36.65,Female,individual,Jacqueline Gonzalez
Houston,San Francisco,27.58,4.04,Female,shared,Evan Smith
Seattle,Austin,69.68,54.25,Male,shared,Abigail Parsons MD
Seattle,Phoenix,114.25,24.71,Female,shared,Dana Snyder
Miami,San Francisco,69.0,53.09,Female,individual,Stacy Garner
Miami,Austin,71.68,3.5,Female,individual,Gregory Brown
Denver,Boston,99.95,50.61,Male,individual,Kathryn Chavez
Atlanta,San Francisco,51.7,23.91,Female,shared,David Maxwell
Los Angeles,Phoenix,57.43,54.63,Male,shared,Larry Higgins
Denver,Seattle,6.78,25.33,Female,individual,Jason Norris
Seattle,Miami,73.45,37.1,Male,individual,Elizabeth Jones
Seattle,Miami,112.33,52.18,Female,shared,Brianna Mccormick
San Francisco,Boston,24.46,11.72,Female,shared,Anne Jones
New York,Phoenix,50.92,41.72,Male,shared,Joshua Anderson
Austin,Atlanta,58.97,50.9,Male,individual,Anthony Christensen
Boston,Seattle,73.05,45.94,Male,individual,David Brooks
Phoenix,San Francisco,100.84,58.58,Male,individual,Eric Hernandez
Chicago,San Francisco,98.81,13.76,Female,shared,Joseph Payne
Los Angeles,New York,87.31,8.76,Female,individual,David Johnson
Los Angeles,San Francisco,21.75,44.56,Male,shared,Christina Simon
Los Angeles,Boston,7.57,14.66,Male,shared,Megan Mills
New York,Phoenix,16.1,8.64,Male,shared,Mandy Walker
Los Angeles,Houston,32.12,4.62,Female,shared,Cynthia Cunningham
Phoenix,Boston,43.6,45.78,Female,individual,Angelica Mays
Chicago,Houston,113.21,59.85,Male,individual,David James
Phoenix,Miami,36.6,44.38,Female,individual,Paul Watkins
New York,Miami,91.67,54.0,Female,individual,John Olson
Atlanta,Seattle,29.79,5.08,Female,shared,Alexander Anderson
Miami,Boston,5.03,28.43,Male,individual,Mitchell Deleon
Boston,Phoenix,48.32,8.6,Male,shared,Susan Bryant
Phoenix,Seattle,53.65,50.53,Male,individual,Derrick Diaz
Chicago,Denver,90.78,54.93,Male,individual,Rebecca Lambert
San Francisco,Atlanta,21.74,19.95,Female,individual,Erica White
Denver,Boston,67.55,44.73,Female,shared,Joseph Miller
Miami,San Francisco,12.36,26.5,Male,shared,Richard Molina
San Francisco,Phoenix,113.81,51.39,Male,shared,Rebecca Torres
Boston,Miami,112.96,20.2,Male,shared,Jack Jacobs
Seattle,Atlanta,119.36,23.7,Female,shared,James Morgan
Atlanta,Los Angeles,110.73,49.27,Male,shared,Lindsay Chavez
Los Angeles,Phoenix,13.56,19.38,Male,shared,Mr. Jeremy Cohen Jr.
Atlanta,San Francisco,33.94,22.81,Female,shared,Kathryn Perry
Miami,Houston,99.78,34.47,Male,individual,Jeffery Richards
New York,Los Angeles,52.72,10.22,Male,shared,Chad Morales
Houston,Denver,37.01,21.79,Male,individual,Tammy Alexander
Miami,Boston,28.83,31.81,Female,shared,Alexander Cox
Phoenix,Atlanta,7.49,15.3,Male,individual,Brett Stephens
Seattle,Miami,60.46,34.65,Male,shared,Karen Mitchell
Seattle,Denver,19.85,11.73,Male,shared,Carol Taylor DDS
New York,Denver,5.52,25.86,Male,individual,Pam Roberts
Atlanta,Los Angeles,62.84,18.58,Female,individual,Benjamin Phillips
Denver,Houston,91.62,10.92,Male,individual,James Snyder
Miami,Boston,90.09,57.29,Female,individual,Daniel Phillips
New York,Miami,78.37,23.48,Male,shared,Andrea Bryant
Denver,Houston,5.08,11.19,Male,individual,Melinda Thompson
Houston,Phoenix,86.28,53.65,Male,shared,Jade Phillips
Phoenix,Houston,12.14,45.28,Female,individual,Kyle Mooney
Phoenix,Austin,25.46,18.89,Male,shared,Christine Leblanc
Austin,Houston,51.94,25.83,Male,individual,Alexander Wright
New York,Seattle,70.37,18.83,Male,shared,Joshua Cunningham
Boston,Austin,99.47,11.06,Female,individual,Stephanie Mcintosh
Boston,San Francisco,7.7,19.89,Male,shared,Juan Chan
Austin,Houston,12.72,59.32,Female,shared,Allen Weaver
Phoenix,Houston,109.15,50.63,Male,individual,Mr. Martin Morales
Chicago,Seattle,22.18,50.67,Female,shared,Ryan Cannon
Chicago,New York,75.0,20.77,Female,shared,Catherine Crane
Houston,New York,76.2,53.7,Female,shared,Michelle Gould
Phoenix,Chicago,90.96,11.99,Female,shared,Mathew Olson
Phoenix,Austin,36.7,27.21,Female,individual,Gary Walker
New York,Austin,55.41,37.94,Female,individual,Terry Williams
Los Angeles,San Francisco,63.22,38.01,Male,shared,Melissa Riley
Denver,Houston,89.76,28.15,Male,shared,Jesse Anderson
Phoenix,Chicago,89.31,7.44,Female,individual,John Stone
Miami,New York,47.77,36.75,Female,shared,Joshua Griffin
Chicago,Phoenix,89.97,29.46,Male,shared,Virginia Morales
Los Angeles,Phoenix,72.18,49.77,Male,individual,Ronald Cook
San Francisco,Boston,84.09,44.19,Female,shared,Louis Tyler
New York,Los Angeles,70.37,13.27,Female,individual,Mary Wall
New York,Los Angeles,14.84,5.33,Female,shared,Dustin Mendez
Houston,Los Angeles,83.78,13.21,Male,individual,Amy Martin
Seattle,New York,29.96,22.5,Female,individual,Ashley Martinez
New York,Austin,52.75,46.48,Female,individual,Scott Gibbs
Houston,Chicago,35.74,16.63,Male,individual,Heather Rojas DDS
Chicago,Seattle,51.36,34.44,Male,individual,Ashley Shepard
Phoenix,San Francisco,112.1,28.97,Male,shared,Jessica Vasquez
Seattle,Boston,67.09,7.78,Female,shared,Melinda Rosario
Chicago,Phoenix,109.33,26.63,Female,shared,Jennifer Sanchez
Los Angeles,Boston,91.41,37.36,Female,shared,Christina Davis DDS
New York,Austin,17.08,51.56,Female,shared,Mrs. Heather Meyers
Houston,Los Angeles,114.68,52.52,Male,individual,Nicole Garcia
Seattle,Boston,18.97,42.23,Female,shared,Lisa Robinson
Denver,Chicago,26.49,1.41,Male,individual,Katie Davis
Phoenix,New York,67.76,59.32,Female,shared,Christine Farrell
Los Angeles,New York,68.11,26.78,Male,individual,Mariah Eaton
Houston,Atlanta,19.76,46.18,Male,shared,Joseph Gould
Austin,New York,16.4,1.88,Male,shared,Ashley Clark
Atlanta,Chicago,113.55,42.61,Female,shared,Kathryn Simmons
New York,Atlanta,75.28,30.8,Male,individual,Colin Vega Jr.
Phoenix,Chicago,119.3,35.65,Male,individual,Robert Vazquez
Los Angeles,Chicago,43.57,35.88,Female,shared,Bryan Monroe
Seattle,Los Angeles,78.13,18.57,Female,shared,Louis Rose
San Francisco,Austin,54.03,39.04,Female,shared,Andrew Abbott
Miami,Austin,76.92,51.4,Female,individual,Lance Brown
Miami,Chicago,106.05,3.21,Male,shared,Christopher Howard
Atlanta,Houston,88.9,42.23,Female,shared,Jose Cook
Los Angeles,Boston,7.21,26.14,Female,individual,Michael Mckee
Atlanta,Miami,31.86,23.74,Female,shared,Cynthia Harper
New York,Denver,5.35,41.78,Male,individual,Olivia Martinez
New York,Miami,75.11,14.16,Female,shared,Mr. Nicholas Munoz
Phoenix,Boston,26.96,45.96,Female,individual,Thomas Waters
Atlanta,San Francisco,11.3,11.64,Male,individual,Ashley Stokes
Austin,Chicago,100.29,23.86,Male,shared,Kyle Singh
Chicago,Denver,100.02,55.11,Female,shared,Spencer Jones
Houston,San Francisco,48.86,50.72,Female,shared,Vicki Fry
Houston,Miami,110.37,25.69,Female,shared,Johnny Fisher
Chicago,New York,68.79,1.1,Male,shared,Timothy Fuentes
Phoenix,Atlanta,25.76,39.66,Female,individual,Michelle Sullivan MD
Denver,Boston,92.1,2.22,Female,shared,Jennifer Duncan
Boston,Phoenix,98.87,36.14,Female,shared,David Summers
Austin,Phoenix,85.75,38.92,Female,individual,Kristen Flores
New York,Seattle,45.74,32.04,Male,shared,James Parsons
Seattle,New York,83.06,4.15,Male,shared,Alexa Ingram
Austin,Houston,76.52,22.28,Male,individual,James Stanley
Seattle,Austin,111.73,19.39,Male,individual,Tyler Williams
Chicago,San Francisco,35.04,25.65,Female,shared,Melissa Torres
Seattle,New York,85.4,36.18,Male,individual,Lauren Marshall
Austin,Chicago,71.85,45.98,Male,individual,Suzanne Johnson
Atlanta,Miami,29.21,30.11,Female,shared,Miss Sharon Park
Boston,San Francisco,101.32,6.53,Female,individual,Mark Mcclain
Atlanta,Chicago,117.02,46.24,Female,individual,Tracy Frost
Seattle,Phoenix,7.68,41.89,Male,individual,Jordan Jones
Boston,Denver,43.98,52.38,Male,individual,Victor Ruiz
Denver,Seattle,79.13,40.22,Male,shared,Jodi Mendoza
Atlanta,Seattle,11.03,32.76,Female,shared,John Perez
Boston,Atlanta,11.77,26.05,Female,individual,Adam Gillespie
Denver,Seattle,106.49,28.85,Female,shared,Matthew Lucas
Seattle,Chicago,107.19,15.65,Female,individual,Theresa Davis
Boston,Atlanta,112.42,30.29,Male,shared,Sherry Franco
New York,Denver,67.75,45.99,Male,shared,Robert Jenkins
Denver,Miami,15.23,1.13,Male,shared,Cathy Young
Houston,San Francisco,97.25,1.33,Male,shared,Steven Davis
Los Angeles,Chicago,98.47,24.9,Male,individual,Mariah Collins
Seattle,Denver,85.99,32.55,Female,shared,Edward Stanton
Austin,Phoenix,14.7,2.09,Female,individual,Debra Caldwell
Los Angeles,Phoenix,108.02,3.83,Male,individual,Brooke Ramirez
Phoenix,Houston,86.2,53.33,Male,individual,Nicole Smith
Houston,San Francisco,19.39,10.97,Female,individual,Jessica Bell
San Francisco,Austin,17.04,21.09,Male,shared,Ann Barnett
Phoenix,Austin,7.22,51.11,Female,individual,Mary Whitney
Seattle,Phoenix,72.24,54.27,Female,individual,Donald Salazar
Miami,Phoenix,97.95,54.29,Male,shared,Ashley Simpson
Houston,Atlanta,56.73,17.19,Male,shared,Joshua Mann
Miami,New York,25.27,32.92,Female,individual,Julie Flores
Chicago,Houston,39.93,16.05,Male,individual,Brandi Roberson
Boston,Austin,93.68,39.11,Male,individual,Melinda Hanson DDS
Denver,Seattle,30.61,44.55,Female,individual,Janice Jones
Austin,Boston,17.04,43.2,Female,shared,Penny Johnson
Phoenix,Atlanta,6.84,10.35,Male,individual,James Jensen
Miami,Seattle,23.06,12.96,Female,shared,Kenneth Branch
Seattle,Chicago,95.79,53.95,Male,shared,Tyler Allen
Austin,Denver,51.37,1.27,Female,shared,James Aguilar
Chicago,New York,48.48,53.64,Female,individual,Jessica Thompson
Miami,Houston,23.41,19.32,Female,individual,Gregory Hall
Seattle,Miami,20.04,35.02,Female,individual,Keith Davis
Phoenix,Houston,110.4,38.05,Female,individual,Rodney Patton
Houston,Seattle,7.04,14.72,Female,shared,Michael Houston
Miami,Boston,90.85,23.24,Female,shared,Rachel Torres
Miami,Chicago,119.88,18.36,Female,shared,Mark Hernandez
San Francisco,Atlanta,86.78,47.83,Male,shared,Jeff Thompson
Houston,Miami,86.61,14.15,Male,individual,Debra Lee
Houston,Boston,7.55,1.98,Male,shared,Megan Ryan
Los Angeles,Miami,85.04,31.47,Male,shared,David Clark
Seattle,New York,64.3,46.14,Male,shared,Todd Rojas
Los Angeles,Seattle,13.1,36.76,Male,individual,Steven King
Seattle,Los Angeles,91.66,30.97,Male,individual,Jeffrey Stokes
Miami,Phoenix,17.43,39.39,Female,shared,Casey Wright
Seattle,New York,57.65,54.98,Male,shared,Janet Oliver
New York,Boston,73.41,49.74,Male,shared,Gary Smith
Denver,Miami,54.2,27.34,Female,individual,Gerald Wall
New York,Phoenix,94.39,12.22,Female,individual,Hannah Dickson
Houston,Phoenix,107.66,23.64,Male,shared,Madeline Boyle
Austin,Denver,29.03,59.85,Male,individual,Virginia Lynch
San Francisco,Los Angeles,59.25,5.99,Female,shared,Tammy Bridges
Austin,Boston,22.23,19.64,Female,shared,Danielle Simmons
Houston,Los Angeles,63.46,46.39,Male,individual,Shelly Henderson
Houston,Boston,52.91,33.19,Male,individual,Frank Davis
Miami,San Francisco,84.97,41.19,Female,individual,Jennifer Williams
Boston,New York,92.68,5.03,Female,shared,Robert Mills
Chicago,Denver,82.02,46.19,Female,individual,Philip Yates
New York,Phoenix,12.06,43.98,Male,individual,Chad Romero
Austin,Houston,63.74,12.93,Female,individual,Timothy Odom
San Francisco,Denver,64.83,37.93,Female,individual,Lisa Morales
Denver,Austin,42.78,1.01,Male,individual,Victor Jordan
Denver,Chicago,37.56,7.75,Male,individual,Lisa Scott
Los Angeles,Houston,105.98,46.99,Male,individual,Michael Ellis
Seattle,Houston,93.72,57.88,Male,shared,Maria Brennan
Houston,Austin,60.05,23.92,Female,individual,Jessica Williams
Los Angeles,Seattle,82.53,16.25,Male,individual,Lisa Odonnell
Atlanta,Houston,116.39,45.6,Male,individual,Victor Lewis
Seattle,Atlanta,46.17,14.97,Female,shared,Rebecca Tapia
San Francisco,Houston,10.65,35.12,Female,shared,Joan Rogers
Seattle,Los Angeles,106.83,30.2,Female,individual,Mr. Jeffrey Nguyen
Miami,Boston,75.19,58.73,Male,shared,Angela Luna
Miami,Houston,58.88,46.58,Male,individual,Alejandro Davis
New York,Los Angeles,103.63,31.18,Female,shared,Eduardo Hart DDS
Miami,Denver,12.22,52.68,Male,individual,Duane Clark
Houston,Phoenix,94.5,14.26,Male,individual,Lisa Bowman
Phoenix,Boston,68.15,19.33,Male,individual,Jose Smith
New York,San Francisco,75.76,59.73,Female,shared,Tammy Nguyen
Los Angeles,Austin,64.29,23.73,Male,individual,Maria Harrington
Austin,Boston,107.16,50.6,Male,individual,Michael Gibbs
San Francisco,Los Angeles,55.51,28.46,Male,individual,Greg Williams
Denver,Miami,57.45,29.35,Male,individual,Nicole Baker
Austin,Chicago,101.47,24.82,Male,individual,Justin Jones
Boston,Austin,112.23,50.84,Male,individual,Kimberly Jackson
Boston,Chicago,38.55,42.22,Male,shared,Jeremy Turner
Atlanta,Chicago,50.75,25.51,Male,individual,Carlos Brown
